Transaction ID,date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
923,2025-12-06,CUST150,Female,58,Beauty,3,300,900
924,2025-12-06,CUST627,Male,57,Beauty,2,50,100
925,2025-12-06,CUST628,Female,19,Electronics,5,300,1500
926,2025-12-06,CUST629,Male,62,Electronics,1,30,30
927,2025-12-06,CUST630,Male,42,Electronics,4,500,2000
928,2025-12-07,CUST631,Male,56,Clothing,4,300,1200
929,2025-12-07,CUST632,Female,26,Beauty,3,25,75
930,2025-12-08,CUST633,Male,39,Clothing,4,50,200
931,2025-12-08,CUST634,Male,60,Beauty,4,30,120
932,2025-12-08,CUST635,Female,63,Beauty,4,25,100
933,2025-12-08,CUST636,Female,21,Beauty,1,30,30
934,2025-12-09,CUST637,Male,43,Beauty,1,500,500
935,2025-12-09,CUST638,Male,46,Beauty,1,50,50
936,2025-12-09,CUST639,Female,62,Beauty,4,50,200
937,2025-12-09,CUST640,Female,51,Beauty,1,500,500
938,2025-12-09,CUST641,Female,40,Clothing,4,50,200
939,2025-12-09,CUST642,Female,54,Electronics,1,300,300
940,2025-12-10,CUST643,Female,28,Electronics,1,30,30
941,2025-12-10,CUST644,Male,23,Clothing,2,25,50
942,2025-12-10,CUST645,Female,35,Clothing,3,500,1500
943,2025-12-10,CUST646,Male,38,Clothing,4,300,1200
944,2025-12-11,CUST647,Male,59,Clothing,2,25,50
945,2025-12-11,CUST648,Male,53,Beauty,1,25,25
946,2025-12-12,CUST649,Female,58,Electronics,4,500,2000
947,2025-12-12,CUST650,Male,55,Beauty,1,300,300
948,2025-12-13,CUST651,Male,51,Electronics,3,25,75
949,2025-12-13,CUST652,Female,34,Electronics,2,25,50
950,2025-12-13,CUST653,Male,54,Clothing,3,300,900
951,2025-12-14,CUST654,Male,42,Beauty,2,50,100
952,2025-12-14,CUST655,Female,55,Clothing,1,25,25
953,2025-12-15,CUST656,Male,29,Beauty,3,30,90
954,2025-12-15,CUST657,Male,40,Electronics,3,300,900
955,2025-12-16,CUST658,Male,59,Clothing,1,25,25
956,2025-12-16,CUST659,Female,39,Clothing,3,500,1500
957,2025-12-16,CUST660,Female,38,Electronics,4,30,120
958,2025-12-17,CUST661,Female,44,Electronics,2,25,50
959,2025-12-17,CUST662,Male,48,Electronics,2,30,60
960,2025-12-18,CUST663,Male,23,Clothing,2,30,60
961,2025-12-18,CUST664,Female,44,Beauty,4,50,200
962,2025-12-18,CUST665,Male,57,Clothing,2,30,60
963,2025-12-18,CUST666,Male,51,Beauty,1,50,50
964,2025-12-19,CUST667,Female,29,Clothing,3,300,900
965,2025-12-19,CUST668,Female,62,Clothing,4,50,200
966,2025-12-19,CUST669,Male,24,Electronics,2,500,1000
967,2025-12-20,CUST670,Male,27,Beauty,1,25,25
968,2025-12-20,CUST671,Male,62,Clothing,3,300,900
969,2025-12-20,CUST672,Female,34,Clothing,3,300,900
970,2025-12-20,CUST673,Female,43,Electronics,4,500,2000
971,2025-12-20,CUST674,Female,38,Electronics,4,50,200
972,2025-12-21,CUST675,Female,45,Beauty,4,25,100
973,2025-12-22,CUST676,Male,63,Clothing,1,50,50
974,2025-12-23,CUST677,Female,19,Beauty,1,30,30
975,2025-12-23,CUST678,Female,60,Clothing,4,50,200
976,2025-12-23,CUST679,Female,18,Beauty,2,300,600
977,2025-12-23,CUST680,Female,53,Electronics,3,25,75
978,2025-12-23,CUST681,Female,43,Clothing,3,50,150
979,2025-12-23,CUST682,Male,46,Beauty,1,25,25
980,2025-12-24,CUST683,Male,38,Electronics,3,25,75
981,2025-12-24,CUST684,Female,28,Electronics,2,30,60
982,2025-12-25,CUST685,Male,57,Beauty,3,30,90
983,2025-12-26,CUST686,Female,28,Clothing,1,300,300
984,2025-12-26,CUST687,Female,53,Clothing,1,500,500
985,2025-12-26,CUST688,Male,56,Electronics,2,25,50
986,2025-12-26,CUST689,Male,57,Clothing,2,500,1000
987,2025-12-26,CUST690,Female,52,Clothing,3,300,900
988,2025-12-26,CUST691,Female,51,Clothing,3,25,75
989,2025-12-27,CUST692,Female,64,Electronics,1,25,25
990,2025-12-27,CUST693,Male,41,Beauty,2,500,1000
991,2025-12-28,CUST694,Female,39,Clothing,2,50,100
992,2025-12-28,CUST695,Female,22,Electronics,2,30,60
993,2025-12-28,CUST696,Female,50,Electronics,3,50,150
994,2025-12-29,CUST697,Male,53,Beauty,2,500,1000
995,2025-12-29,CUST698,Female,64,Clothing,4,30,120
996,2025-12-29,CUST699,Female,37,Clothing,1,50,50
997,2025-12-29,CUST700,Male,36,Beauty,3,30,90
998,2025-12-31,CUST701,Female,52,Beauty,4,25,100
999,2025-12-31,CUST702,Female,60,Electronics,3,50,150
1000,2025-12-31,CUST703,Male,34,Electronics,4,30,120
